City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,balkanabat,39.5108,54.3671,5.43,56,0,1.96,TM,1667868813
366,namibe,-15.1961,12.1522,19.97,77,0,2.99,AO,1667868814
367,mayumba,-3.432,10.6554,24.89,90,38,2.46,GA,1667868814
368,manga,11.6636,-1.0731,23.58,17,16,2.8,BF,1667868815
369,tocopilla,-22.092,-70.1979,17.78,69,5,1.4,CL,1667868815
370,dali,25.7,100.1833,11.35,67,0,0.45,CN,1667868816
371,ereymentau,51.6199,73.1033,-3.78,95,98,1.11,KZ,1667868816
372,makakilo city,21.3469,-158.0858,28.02,63,40,6.17,US,1667868817
373,tafalla,42.5269,-1.6745,16.19,68,100,4.27,ES,1667868817
374,inuvik,68.3499,-133.7218,-14.44,72,20,2.57,CA,1667868612
375,paamiut,61.994,-49.6678,-8.08,59,100,3.24,GL,1667868818
376,lagos,6.5833,3.75,27.18,91,72,0.5,NG,1667868655
377,cartagena,10.3997,-75.5144,23.79,100,75,2.06,CO,1667868308
378,pontes e lacerda,-15.2261,-59.3353,23.16,41,0,2.12,BR,1667868819
379,vetluga,57.8557,45.781,0.27,96,100,3.24,RU,1667868819
380,kenai,60.5544,-151.2583,-4.36,97,100,4.12,US,1667868820
381,gurlan,41.8447,60.3919,4.04,73,100,3.34,UZ,1667868820
382,santa isabel do rio negro,-0.4139,-65.0192,23.17,97,94,0.6,BR,1667868821
383,mabai,23.0128,104.4508,13.51,85,3,0.84,CN,1667868821
384,roebourne,-20.7833,117.1333,24.18,41,0,6.12,AU,1667868821
385,tual,-5.6667,132.75,28.78,71,97,4.1,ID,1667868822
386,valparaiso,-33.0393,-71.6273,13.8,82,100,3.6,CL,1667868569
387,wenling,28.3669,121.36,18.53,71,0,2.97,CN,1667868822
388,kutum,14.2,24.6667,19.23,28,4,3.31,SD,1667868823
389,ranau,5.9538,116.6641,26.16,77,98,0.6,MY,1667868823
390,usinsk,65.9939,57.5281,-3.72,96,100,6.04,RU,1667868751
391,msanga,-6.05,36.0333,20.92,73,84,3.48,TZ,1667868824
392,flin flon,54.7682,-101.865,-13.09,72,100,2.57,CA,1667868825
393,charlestown,-32.95,151.6667,23.16,64,26,2.24,AU,1667868598
394,aykhal,66.0,111.5,-20.49,100,99,1.3,RU,1667868825
395,kayanza,-3.0667,29.6667,13.95,93,100,0.62,BI,1667868826
396,sakakah,29.9697,40.2064,14.76,42,100,3.21,SA,1667868826
397,birao,10.2849,22.7882,24.81,28,80,2.28,CF,1667868827
398,saint-georges,12.0564,-61.7485,27.82,83,40,9.26,GD,1667868827
399,ballina,-28.8667,153.5667,19.32,94,99,2.24,AU,1667868827
400,carmarthen,51.8555,-4.3054,12.99,82,75,14.4,GB,1667868828
401,turka,49.1541,23.0297,3.78,91,48,1.87,UA,1667868828
402,bathsheba,13.2167,-59.5167,28.34,78,20,7.72,BB,1667868675
403,baykit,61.67,96.37,-12.98,99,89,1.35,RU,1667868628
404,paraguari,-25.6208,-57.1472,18.51,57,77,2.21,PY,1667868829
405,abrau-dyurso,44.69,37.59,0.7,72,98,2.95,RU,1667868829
406,kasongo,-4.45,26.6667,19.52,98,97,0.74,CD,1667868830
407,quelimane,-17.8786,36.8883,25.04,86,11,3.55,MZ,1667868830
408,luangwa,-15.6167,30.4167,25.28,77,100,0.31,ZM,1667868831
409,evensk,61.95,159.2333,-4.84,70,100,3.27,RU,1667868831
410,ambunti,-4.2365,142.8448,26.51,86,100,0.7,PG,1667868832
411,salisbury,51.0693,-1.7957,15.8,74,75,15.43,GB,1667868757
412,kandrian,-6.2167,149.55,29.75,69,99,2.26,PG,1667868832
413,santa cruz,-17.8,-63.1667,24.7,50,14,2.06,BO,1667868651
414,laguna,38.421,-121.4238,13.93,78,100,7.72,US,1667868833
415,sheopur,25.6667,76.7,23.21,45,94,2.47,IN,1667868833
416,sistranda,63.7256,8.834,4.98,68,100,3.02,NO,1667868834
417,genhe,50.7833,121.5167,-6.37,87,96,1.13,CN,1667868562
418,gizo,-8.103,156.8419,28.91,72,88,4.12,SB,1667868834
419,skelleftea,64.7507,20.9528,-2.8,100,6,2.57,SE,1667868835
420,sumbe,-11.2061,13.8437,24.85,82,98,3.02,AO,1667868835
421,ardakan,32.31,54.0175,10.42,46,5,4.89,IR,1667868836
422,chokurdakh,70.6333,147.9167,-24.31,96,63,5.09,RU,1667868582
423,storforshei,66.4043,14.5233,-1.3,93,4,1.03,NO,1667868836
424,kalmunai,7.4167,81.8167,24.7,88,100,3.39,LK,1667868567
425,puri,19.8,85.85,21.29,77,80,1.98,IN,1667868837
426,college,64.8569,-147.8028,-6.78,67,100,0.45,US,1667868838
427,umm lajj,25.0213,37.2685,23.15,60,0,4.02,SA,1667868838
428,shahr-e babak,30.1165,55.1186,10.2,47,1,1.06,IR,1667868838
429,nazarovo,56.0064,90.3914,-5.39,98,86,1.59,RU,1667868839
430,khandyga,62.6667,135.6,-24.05,95,97,1.37,RU,1667868839
431,baherden,38.4362,57.4316,4.85,60,8,0.77,TM,1667868840
432,linden,6.0,-58.3,23.66,97,100,1.13,GY,1667868840
433,faanui,-16.4833,-151.75,26.03,73,21,2.97,PF,1667868841
434,broken hill,-31.95,141.4333,24.73,34,99,3.58,AU,1667868841
435,kempsey,-31.0833,152.8333,18.3,88,60,1.34,AU,1667868842
436,radhanpur,23.8333,71.6,23.51,52,0,3.17,IN,1667868842
437,petropavlovsk-kamchatskiy,53.0452,158.6483,0.33,64,75,3.0,RU,1667868843
438,opuwo,-18.0607,13.84,16.63,45,0,0.36,NA,1667868843
439,panaba,21.2833,-88.2667,24.0,86,0,3.9,MX,1667868781
440,domoni,-12.2569,44.5319,24.83,87,50,2.69,KM,1667868844
441,derac,19.65,-71.8167,25.01,82,67,2.34,HT,1667868845
442,spirit river,55.7833,-118.8361,-16.76,96,100,4.7,CA,1667868845
443,los llanos de aridane,28.6585,-17.9182,18.86,46,0,3.6,ES,1667868845
444,havelock,34.8791,-76.9013,22.19,87,40,0.0,US,1667868846
445,dubti,11.7361,41.0853,26.29,53,0,2.89,ET,1667868846
446,castelo do piaui,-5.3222,-41.5525,26.0,69,92,1.56,BR,1667868789
447,pandan,14.0453,124.1694,28.43,82,100,4.09,PH,1667868847
448,ayr,55.4627,-4.6339,12.99,82,20,10.8,GB,1667868848
449,jacareacanga,-6.2222,-57.7528,22.39,97,100,1.94,BR,1667868590
450,buba,11.5833,-15.0,24.58,77,76,1.87,GW,1667868848
451,mozarlandia,-14.7447,-50.5706,26.04,56,36,2.67,BR,1667868849
452,leon,21.1167,-101.6667,18.56,35,0,5.75,MX,1667868849
453,virtsu,58.5716,23.5115,10.55,91,100,9.42,EE,1667868850
454,dandong,40.1292,124.3947,7.58,54,1,1.55,CN,1667868850
455,pyaozerskiy,65.8333,31.1667,-2.65,93,19,0.9,RU,1667868851
456,pekalongan,-6.8886,109.6753,27.5,77,100,1.02,ID,1667868851
457,upata,8.0086,-62.3989,21.78,95,100,1.48,VE,1667868644
458,atherton,53.5237,-2.4935,14.3,89,100,2.24,GB,1667868852
459,khasan,42.4308,130.6434,7.32,43,0,5.29,RU,1667868652
460,badami,15.915,75.6768,19.33,72,8,2.56,IN,1667868852
461,tuatapere,-46.1333,167.6833,18.24,52,91,2.22,NZ,1667868628
462,nioro,13.35,-15.75,24.3,63,100,2.37,GM,1667868853
463,altamont,42.2068,-121.7372,1.66,79,100,2.68,US,1667868854
464,manaus,-3.1019,-60.025,26.28,83,40,1.03,BR,1667868579
465,roma,43.2128,-75.4557,9.65,56,4,4.92,US,1667868854
466,querfurt,51.3833,11.6,10.82,91,59,3.91,DE,1667868855
467,panchagarh,26.3313,88.562,19.9,81,3,1.47,BD,1667868855
468,cururupu,-1.8283,-44.8683,24.23,93,69,1.58,BR,1667868856
469,turukhansk,65.8167,87.9833,-7.89,96,100,5.15,RU,1667868856
470,monte patria,-30.6919,-70.9467,19.43,59,100,1.44,CL,1667868857
471,basco,20.4487,121.9702,26.26,82,24,9.62,PH,1667868857
472,fort madison,40.6298,-91.3151,9.13,49,100,2.06,US,1667868858
473,cap malheureux,-19.9842,57.6142,20.82,78,12,1.34,MU,1667868794
474,chutove,49.7104,35.1603,0.64,83,2,2.44,UA,1667868859
475,quatre cocos,-20.2078,57.7625,22.06,79,60,4.9,MU,1667868646
476,caravelas,-17.7125,-39.2481,21.15,74,100,2.17,BR,1667868860
477,zeya,53.75,127.2667,-7.77,84,19,0.85,RU,1667868651
478,vicuna,-30.0319,-70.7081,9.85,57,100,0.75,CL,1667868860
479,borba,-4.3878,-59.5939,23.31,96,92,0.94,BR,1667868861
480,puerto carreno,6.189,-67.4859,25.74,84,93,1.54,CO,1667868861
481,pacific grove,36.6177,-121.9166,13.57,72,80,4.02,US,1667868862
482,amapa,1.0,-52.0,21.26,100,100,0.62,BR,1667868863
483,krasnozatonskiy,61.6758,50.9794,-0.88,100,100,4.02,RU,1667868863
484,birin,26.8865,88.0718,12.3,84,77,1.14,NP,1667868863
485,pisco,-13.7,-76.2167,17.03,82,0,5.14,PE,1667868623
486,nedryhayliv,50.834,33.8763,0.52,83,14,3.4,UA,1667868864
487,damphu,27.0721,90.1096,14.82,80,35,1.46,BT,1667868865
488,vila velha,-20.3297,-40.2925,23.3,79,75,2.06,BR,1667868612
489,esperance,-33.8667,121.9,14.91,74,100,6.91,AU,1667868866
490,khash,28.2211,61.2158,13.75,49,0,0.52,IR,1667868866
491,mizdah,31.4451,12.9801,10.9,78,0,0.39,LY,1667868867
492,santa marta,11.2408,-74.199,27.72,73,75,2.57,CO,1667868076
493,lazo,43.3817,133.9014,4.02,59,2,2.23,RU,1667868868
494,garowe,8.4054,48.4845,22.04,82,2,3.89,SO,1667868868
495,wheatley,51.7473,-1.1394,14.95,79,100,11.83,GB,1667868868
496,areosa,41.7178,-8.8571,16.6,90,100,8.46,PT,1667868869
497,lanzhou,36.0564,103.7922,9.58,65,12,1.15,CN,1667868869
498,hereford,52.0568,-2.7148,14.47,92,100,0.45,GB,1667868870
499,port-cartier,50.0334,-66.8654,5.82,60,15,9.03,CA,1667868870
500,port moresby,-9.4431,147.1797,31.68,58,40,2.57,PG,1667868871
501,kalawit,8.0667,122.5167,28.82,73,100,1.68,PH,1667868871
502,daru,-9.0763,143.2092,26.33,86,100,1.97,PG,1667868592
503,yekimovichi,54.1129,33.2965,4.67,84,100,4.53,RU,1667868872
504,ambon,-3.6954,128.1814,31.08,70,20,1.54,ID,1667868740
505,mandera,3.9366,41.867,25.76,68,96,6.86,KE,1667868873
506,madimba,-10.4,40.3333,23.93,84,39,2.86,TZ,1667868873
507,bonanza,14.0289,-84.591,22.73,75,56,0.99,NI,1667868873
508,moussoro,13.6408,16.4901,26.53,20,6,4.99,TD,1667868874
509,bihariganj,25.7333,86.9833,20.96,72,11,1.37,IN,1667868874
510,dingle,10.9995,122.6711,28.75,79,96,3.69,PH,1667868577
511,horsham,51.064,-0.3272,15.57,77,0,6.69,GB,1667868875
512,salinas,36.6777,-121.6555,14.48,55,100,4.12,US,1667868837
513,samarai,-10.6167,150.6667,28.97,69,33,3.44,PG,1667868876
514,ca mau,9.1769,105.15,26.59,83,81,1.39,VN,1667868876
515,vanavara,60.34,102.2797,-7.93,90,100,4.34,RU,1667868877
516,capanema,-1.1958,-47.1808,23.03,97,100,0.99,BR,1667868877
517,penalva,-3.2942,-45.1736,24.06,95,100,1.49,BR,1667868878
518,bodden town,19.2833,-81.25,28.0,76,20,5.14,KY,1667868878
519,mountain home,43.133,-115.6912,4.71,60,20,3.6,US,1667868601
520,isangel,-19.55,169.2667,24.06,94,75,5.66,VU,1667868554
521,vao,-22.6667,167.4833,23.61,85,90,8.06,NC,1667868851
522,aklavik,68.2191,-135.0107,-18.0,85,40,1.54,CA,1667868636
523,niederkruchten,51.2,6.2167,12.89,84,13,4.11,DE,1667868880
524,cervo,43.6702,-7.4101,12.76,82,100,7.56,ES,1667868880
525,nadvoitsy,63.8667,34.3167,4.38,98,100,2.08,RU,1667868880
526,la tuque,47.4334,-72.7824,5.14,65,100,2.06,CA,1667868772
527,loukhi,66.0764,33.0381,-3.72,97,13,0.98,RU,1667868881
528,sambava,-14.2667,50.1667,20.48,89,100,3.28,MG,1667868714
529,genc,38.7507,40.5603,9.96,80,100,2.05,TR,1667868882
530,praia da vitoria,38.7333,-27.0667,16.53,94,75,5.63,PT,1667868882
531,rabo de peixe,37.8,-25.5833,15.73,97,20,2.57,PT,1667868882
532,makueni,-1.8041,37.6203,17.24,95,92,1.82,KE,1667868883
533,havoysund,70.9963,24.6622,5.13,71,10,4.71,NO,1667868656
534,jutai,-5.1833,-68.9,24.78,61,7,0.59,BR,1667868884
535,ferme-neuve,46.7001,-75.4493,4.27,65,70,5.58,CA,1667868884
536,tautira,-17.7333,-149.15,24.68,84,26,5.88,PF,1667868884
537,chino valley,34.7575,-112.4538,13.95,36,1,0.89,US,1667868696
538,salalah,17.0151,54.0924,23.6,72,0,1.22,OM,1667868647
539,gobabis,-22.45,18.9667,16.56,70,0,2.45,NA,1667868885
540,sokol,59.4617,40.1206,0.82,95,100,3.78,RU,1667868886
541,coquimbo,-29.9533,-71.3436,13.85,88,100,1.54,CL,1667868886
542,sechura,-5.5569,-80.8222,17.92,82,9,7.1,PE,1667868887
543,bayaguana,18.7564,-69.6362,27.19,92,17,2.11,DO,1667868887
544,gashua,12.871,11.0482,23.33,19,17,4.05,NG,1667868887
545,bud,39.447,-86.1758,13.15,38,100,3.92,US,1667868706
546,mto wa mbu,-3.35,35.85,20.55,82,76,1.04,TZ,1667868888
547,banda aceh,5.5577,95.3222,26.8,76,100,3.81,ID,1667868889
548,antofagasta,-23.65,-70.4,15.71,79,46,1.48,CL,1667868166
549,butembo,0.15,29.2833,13.66,97,91,1.06,CD,1667868889
550,cabo rojo,18.0866,-67.1457,27.21,90,13,0.45,PR,1667868890
551,japura,-0.3167,102.35,24.69,91,100,0.43,ID,1667868890
552,misratah,32.3754,15.0925,20.64,63,21,4.23,LY,1667868890
553,port macquarie,-31.4333,152.9167,19.97,63,69,3.61,AU,1667868566
554,salym,60.0625,71.4789,-7.51,97,96,2.82,RU,1667868645
555,acapulco,16.8634,-99.8901,26.76,86,42,2.46,MX,1667868536
556,badarwas,24.9667,77.5667,21.49,49,100,3.02,IN,1667868891
557,diapaga,12.0708,1.7889,23.81,22,28,2.35,BF,1667868892
558,brejo da madre de deus,-8.1458,-36.3711,21.06,90,87,2.02,BR,1667868892
